identification,Case Number,Date,Block,IUCR,Primary Type,Description,Location Description,Arrest,Domestic,Beat,District,Ward,Community Area,FBI Code,X Coordinate,Y Coordinate,Year,Updated On,Location
5996104,HP102263,1/2/08 12:59,013XX N CENTRAL PARK AVE,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,2535,25,26,23,18,1152078,1908777,2008,1/6/08 1:05,"(41.90555434138209, -87.71680569123339)"
6000531,HP100754,1/1/08 11:10,013XX N HALSTED ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1822,18,27,8,08B,1170812,1908889,2008,1/11/08 1:05,"(41.90547157764699, -87.64798628789616)"
6738310,HR153738,1/1/08 12:00,013XX N HAMLIN AVE,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,APARTMENT,FALSE,FALSE,2535,25,26,23,6,1150834,1908784,2008,2/11/09 1:04,"(41.90559799384221, -87.72137517432544)"
5991004,HP100083,1/1/08 0:11,013XX N MASSASOIT AVE,1477,WEAPONS VIOLATION,RECKLESS FIREARM DISCHARGE,OTHER,TRUE,FALSE,2531,25,29,25,15,1137719,1908595,2008,1/3/08 1:04,"(41.9053259927805, -87.7695562735197)"
5991956,HP101071,1/1/08 14:30,013XX N MILWAUKEE AVE,810,THEFT,OVER $300,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,1433,14,1,24,6,1164492,1909218,2008,1/4/08 1:05,"(41.90651058849762, -87.67119234708035)"
5993781,HP102179,1/2/08 11:10,013XX N PAULINA ST,860,THEFT,RETAIL THEFT,CONVENIENCE STORE,TRUE,FALSE,1433,14,1,24,6,1164854,1909126,2008,1/5/08 1:04,"(41.9062504586139, -87.66986519581202)"
6000468,HP101467,1/1/08 1:00,013XX N SANDBURG TER,460,BATTERY,SIMPLE,APARTMENT,FALSE,FALSE,1821,18,42,8,08B,1175064,1909690,2008,1/10/08 1:05,"(41.907575277546094, -87.63234337411022)"
6373566,HP459800,1/1/08 10:00,013XX N WESTERN AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,1424,14,1,24,6,1160209,1908718,2008,7/28/08 1:04,"(41.90522819366368, -87.68693933224776)"
8129996,HT363784,1/1/08 9:00,013XX S FAIRFIELD AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,1023,,28,29,6,,,2008,7/9/11 0:38,
5995132,HP100466,1/1/08 6:00,013XX S KOMENSKY AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,FALSE,TRUE,1011,10,24,29,08B,1149556,1893502,2008,1/27/08 1:04,"(41.863687438052004, -87.72646672396321)"
5997226,HP103408,1/2/08 8:00,013XX N ADA ST,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1433,14,32,24,5,1166967,1909315,2008,1/23/08 14:56,"(41.90672397766254, -87.66209794254235)"
5991041,HP100245,1/1/08 2:30,013XX S WABASH AVE,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,132,1,2,33,7,1177012,1894406,2008,1/18/08 1:04,"(41.865591266905206, -87.62565058527127)"
5991725,HP100841,1/1/08 11:45,013XX W 108TH PL,910,MOTOR VEHICLE THEFT,AUTOMOBILE,OTHER,FALSE,FALSE,2234,22,34,75,7,1169347,1832775,2008,1/4/08 1:05,"(41.69663832823089, -87.65557227609304)"
5995446,HP103784,1/2/08 1:00,013XX W 115TH ST,1320,CRIMINAL DAMAGE,TO VEHICLE,RESIDENTIAL YARD (FRONT/BACK),FALSE,FALSE,524,5,34,53,14,1169136,1828451,2008,1/6/08 1:05,"(41.68477711379243, -87.65646923458578)"
5994545,HP102406,1/2/08 14:02,013XX W 18TH ST,486,BATTERY,DOMESTIC BATTERY SIMPLE,SIDEWALK,TRUE,FALSE,1222,12,25,31,08B,1167509,1891482,2008,1/11/08 1:05,"(41.85777723042945, -87.66062046017926)"
5998515,HP104180,1/1/08 19:00,013XX W 31ST PL,810,THEFT,OVER $300,STREET,FALSE,FALSE,924,9,11,60,6,1167944,1883861,2008,1/9/08 1:04,"(41.83685514802953, -87.65924333110478)"
5992240,HP101175,1/1/08 16:05,013XX W 87TH ST,460,BATTERY,SIMPLE,GROCERY FOOD STORE,FALSE,FALSE,2222,22,21,71,08B,1168626,1847024,2008,1/6/08 1:05,"(41.7357553084982, -87.65780281045438)"
5992609,HP101746,1/2/08 1:40,013XX W 98TH PL,520,ASSAULT,AGGRAVATED:KNIFE/CUTTING INSTR,RESIDENCE,FALSE,TRUE,2213,22,21,73,04A,1168919,1839411,2008,1/16/08 1:05,"(41.71485779110482, -87.65694851955382)"
5992401,HP101335,1/1/08 17:30,013XX W 98TH PL,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,TRUE,2213,22,21,73,08A,1168919,1839411,2008,1/11/08 1:05,"(41.71485779110482, -87.65694851955382)"
6001314,HP102914,1/2/08 7:30,023XX N MILWAUKEE AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1414,14,35,22,5,1156910,1915422,2008,1/23/08 14:56,"(41.923692087575525, -87.69887547406503)"
5993311,HP101032,1/1/08 14:11,013XX W ESTES AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,APARTMENT,TRUE,TRUE,2423,24,49,1,08B,1165774,1947554,2008,1/15/08 1:05,"(42.0116789079306, -87.66538538358262)"
5992049,HP101420,1/1/08 16:00,013XX W FILLMORE ST,810,THEFT,OVER $300,STREET,FALSE,FALSE,1231,12,2,28,6,1167804,1895463,2008,1/5/08 1:04,"(41.86869508023384, -87.65942293169516)"
5995906,HP100631,1/1/08 9:27,013XX W GRANVILLE AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,APARTMENT,FALSE,FALSE,2433,24,48,77,26,1166225,1941262,2008,1/30/08 1:05,"(41.99440387121984, -87.66390697403452)"
5998423,HP106516,1/2/08 7:00,018XX N HUMBOLDT BLVD,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,1421,14,35,22,5,1156036,1912337,2008,1/23/08 14:56,"(41.915244300506714, -87.7021703205333)"
5991204,HP100093,1/1/08 0:20,013XX W ROSCOE ST,460,BATTERY,SIMPLE,APARTMENT,TRUE,FALSE,1924,19,44,6,08B,1166832,1922736,2008,1/4/08 1:05,"(41.94355484697808, -87.66220798753626)"
5996063,HP102566,1/1/08 22:00,013XX W TOUHY AVE,820,THEFT,$300 AND UNDER,STREET,FALSE,FALSE,2423,24,49,1,6,1165822,1947923,2008,1/6/08 1:05,"(42.012690421797636, -87.66519817419203)"
6000498,HP100346,1/1/08 3:05,013XX W WALTON ST,1310,CRIMINAL DAMAGE,TO PROPERTY,RESIDENCE,FALSE,FALSE,1323,13,27,24,14,1167117,1906422,2008,1/10/08 1:05,"(41.898782172525934, -87.6616301450611)"
7340362,HS142281,1/1/08 9:00,013XX W WASHINGTON BLVD,840,THEFT,FINANCIAL ID THEFT: OVER $300,ATM (AUTOMATIC TELLER MACHINE),FALSE,FALSE,1212,,27,28,6,,,2008,4/9/10 1:15,
6161737,HP244676,1/1/08 17:00,014XX E 130TH ST,1205,DECEPTIVE PRACTICE,"THEFT BY LESSEE,NON-VEH",OTHER,FALSE,FALSE,434,4,10,55,11,1187728,1819678,2008,5/15/08 1:05,"(41.66028183718591, -87.58868708639243)"
7514546,HS317259,1/1/08 0:01,014XX E 59TH ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,2133,,5,41,6,,,2008,5/24/10 1:12,
6422569,HP499242,1/1/08 0:01,014XX E 62ND ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,FALSE,FALSE,314,3,20,42,6,1186762,1864130,2008,8/17/08 1:04,"(41.78228592790556, -87.5908189949899)"
6013347,HP118097,1/1/08 0:01,014XX E 72ND PL,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,324,3,5,43,26,1187119,1857171,2008,1/16/08 1:05,"(41.76318136897587, -87.58973074990949)"
5994833,HP101474,1/1/08 19:50,014XX E 76TH ST,2022,NARCOTICS,POSS: COCAINE,SIDEWALK,TRUE,FALSE,411,4,5,43,18,1187368,1854851,2008,1/6/08 1:05,"(41.75680916683645, -87.58889171700099)"
6038884,HP141300,1/2/08 9:00,014XX E 87TH ST,810,THEFT,OVER $300,PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,412,4,8,45,6,1187077,1847616,2008,1/27/08 1:04,"(41.73696252062757, -87.59018716405163)"
5992117,HP101634,1/1/08 20:45,014XX N CLEAVER ST,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,1433,14,32,24,7,1166492,1909839,2008,1/11/08 1:05,"(41.90817205409221, -87.6638277797233)"
6420231,HP503296,1/1/08 10:00,014XX N FAIRFIELD AVE,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,RESIDENCE,FALSE,FALSE,1423,14,26,24,26,1157777,1909572,2008,8/15/08 1:04,"(41.90762158116616, -87.69584955238861)"
7956906,HT188518,1/1/08 9:00,014XX N HAMLIN AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,FALSE,FALSE,2535,,30,23,6,,,2008,3/22/11 0:39,
5992727,HP101881,1/2/08 8:30,014XX N HOMAN AVE,820,THEFT,$300 AND UNDER,STREET,FALSE,FALSE,1422,14,26,23,6,1153399,1909133,2008,1/5/08 1:04,"(41.906505082179464, -87.71194370872841)"
5991019,HP100140,1/1/08 1:50,014XX N KEDZIE AVE,1360,CRIMINAL TRESPASS,TO VEHICLE,STREET,TRUE,FALSE,1422,14,26,23,26,1154725,1909318,2008,1/3/08 1:04,"(41.90698627665911, -87.70706780315777)"
7110006,HR518139,1/1/08 9:00,014XX N KEELER AVE,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,FALSE,FALSE,2534,,37,23,6,,,2008,9/18/09 1:04,
6331233,HP415354,1/1/08 9:00,014XX N KILDARE AVE,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,FALSE,FALSE,2534,25,37,23,6,1147491,1909210,2008,7/3/08 1:04,"(41.90683176850419, -87.73364432633166)"
5997199,HP100572,1/1/08 6:00,014XX N MAPLEWOOD AVE,496,BATTERY,AGGRAVATED DOMESTIC BATTERY: KNIFE/CUTTING INST,APARTMENT,TRUE,TRUE,1423,14,26,24,04B,1159179,1909636,2008,2/1/08 1:05,"(41.907768494968586, -87.69069759421231)"
5992883,HP101855,1/1/08 0:22,014XX N MASON AVE,4388,OTHER OFFENSE,VIO BAIL BOND: DOM VIOLENCE,RESIDENCE,TRUE,TRUE,2531,25,29,25,26,1136386,1909003,2008,2/11/08 1:04,"(41.90646953099553, -87.77444313381416)"
6046325,HP145723,1/1/08 0:01,014XX N MILWAUKEE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1424,14,1,24,14,1164034,1909498,2008,2/2/08 1:05,"(41.90728861716533, -87.67286683841567)"
5994182,HP102623,1/2/08 14:00,014XX N PAULINA ST,810,THEFT,OVER $300,STREET,FALSE,FALSE,1433,14,1,24,6,1164843,1909524,2008,1/9/08 1:04,"(41.90734283141113, -87.6698942952708)"
5991011,HP100352,1/1/08 2:00,014XX N PAULINA ST,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,TRUE,1433,14,1,24,26,1164844,1909481,2008,1/5/08 1:04,"(41.907224815244, -87.66989184355155)"
5998925,HP101631,1/1/08 22:54,014XX S AVERS AVE,560,ASSAULT,SIMPLE,RESIDENCE,FALSE,FALSE,1011,10,24,29,08A,1150907,1892722,2008,2/6/08 1:04,"(41.861520713052364, -87.72152764844839)"
5995741,HP101600,1/1/08 22:20,014XX S AVERS AVE,560,ASSAULT,SIMPLE,APARTMENT,FALSE,FALSE,1011,10,24,29,08A,1150907,1892722,2008,1/14/08 1:04,"(41.861520713052364, -87.72152764844839)"
5991673,HN736375,1/1/08 9:00,014XX S AVERS AVE,810,THEFT,OVER $300,STREET,FALSE,FALSE,1011,10,24,29,6,1150990,1892633,2008,1/5/08 1:04,"(41.86127486311201, -87.72122529758653)"
6000564,HP102676,1/2/08 10:00,014XX S KEELER AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1011,10,24,29,14,1148586,1892463,2008,1/10/08 1:05,"(41.860855055944235, -87.7300543702708)"
5991720,HP100819,1/1/08 2:30,014XX S ST LOUIS AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1021,10,24,29,14,1153310,1892817,2008,1/14/08 1:04,"(41.86173407500965, -87.71270409734646)"
7293572,HR708947,1/1/08 12:00,014XX W 63RD ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,BANK,FALSE,FALSE,713,7,16,67,6,1167650,1863005,2008,1/29/10 1:14,"(41.779630300628774, -87.66092088752164)"
8711959,HV388575,1/2/08 0:01,014XX W 76TH ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,612,,17,71,6,,,2008,7/21/12 0:39,
6002336,HP104091,1/2/08 12:22,014XX W 84TH ST,820,THEFT,$300 AND UNDER,PARK PROPERTY,FALSE,FALSE,614,6,18,71,6,1168135,1849083,2008,1/10/08 1:05,"(41.74141606161025, -87.65954259320061)"
5996746,HP102105,1/2/08 11:00,014XX W ELMDALE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,2433,24,48,77,14,1165472,1939997,2008,1/9/08 1:04,"(41.990948798038914, -87.66671305503195)"
6887644,HR293874,1/1/08 0:01,014XX W HUBBARD ST,840,THEFT,FINANCIAL ID THEFT: OVER $300,OTHER,FALSE,FALSE,1324,13,27,24,6,1166951,1903240,2008,5/22/09 1:04,"(41.89005410544232, -87.66233125423679)"
5994489,HP101479,1/1/08 19:45,014XX W IRVING PARK RD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,1923,19,47,6,18,1165967,1926699,2008,1/6/08 1:05,"(41.954448041045275, -87.6652737636477)"
5991304,HP100157,1/1/08 1:44,014XX W LAKE ST,460,BATTERY,SIMPLE,BAR OR TAVERN,FALSE,FALSE,1333,13,27,28,08B,1166663,1901500,2008,2/17/08 1:05,"(41.8852855914647, -87.6634388009505)"
5992423,HP101657,1/1/08 1:30,014XX W LAKE ST,880,THEFT,PURSE-SNATCHING,BAR OR TAVERN,FALSE,FALSE,1333,13,27,28,6,1166663,1901500,2008,1/6/08 1:05,"(41.8852855914647, -87.6634388009505)"
5991283,HP100034,1/1/08 0:05,014XX W LAKE ST,460,BATTERY,SIMPLE,BAR OR TAVERN,TRUE,FALSE,1333,13,27,28,08B,1166663,1901500,2008,1/4/08 1:05,"(41.8852855914647, -87.6634388009505)"
5994367,HP102945,1/2/08 7:00,073XX S WOLCOTT AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE-GARAGE,FALSE,FALSE,735,7,17,67,5,1164920,1855939,2008,2/5/08 1:04,"(41.760298387365744, -87.67112888263703)"
8765023,HV434372,1/1/08 0:01,014XX W WASHINGTON BLVD,1751,OFFENSE INVOLVING CHILDREN,CRIM SEX ABUSE BY FAM MEMBER,RESIDENCE,FALSE,FALSE,1211,,27,28,20,,,2008,8/24/12 0:41,
5995637,HP102029,1/2/08 9:45,015XX E 55TH ST,890,THEFT,FROM BUILDING,RESTAURANT,FALSE,FALSE,2132,2,4,41,6,1187518,1868878,2008,1/7/08 1:04,"(41.795296857540635, -87.58789640387609)"
5997265,HP104011,1/1/08 19:00,015XX E 67TH ST,890,THEFT,FROM BUILDING,APARTMENT,FALSE,FALSE,321,3,5,42,6,1187472,1860906,2008,1/10/08 1:05,"(41.77342215277312, -87.5883183808054)"
6095580,HP190420,1/1/08 9:00,015XX E 68TH ST,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,RESIDENCE,FALSE,FALSE,332,3,5,43,26,1187745,1860169,2008,2/28/08 1:04,"(41.77139326855733, -87.58734107454569)"
6234554,HP320118,1/1/08 13:15,015XX E 71ST PL,840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,FALSE,FALSE,324,3,5,43,6,1187517,1857844,2008,5/18/08 1:04,"(41.765018690239366, -87.58825066038561)"
6608686,HP679238,1/1/08 0:01,015XX E 74TH PL,841,THEFT,FINANCIAL ID THEFT:$300 &UNDER,RESIDENCE,FALSE,FALSE,324,3,5,43,6,1187859,1855857,2008,11/28/08 1:03,"(41.75955804915209, -87.58706033233304)"
5994442,HP102849,1/2/08 6:45,057XX S RICHMOND ST,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,824,8,14,63,5,1157731,1866455,2008,1/9/08 1:04,"(41.789304676607394, -87.69719182245507)"
5991243,HP100511,1/1/08 3:00,015XX N CLYBOURN AVE,870,THEFT,POCKET-PICKING,CTA TRAIN,FALSE,FALSE,1822,18,43,8,6,1170445,1910860,2008,1/4/08 1:05,"(41.91088815093012, -87.64927665300955)"
6003846,HP100344,1/1/08 3:00,015XX N FREMONT ST,460,BATTERY,SIMPLE,BAR OR TAVERN,FALSE,FALSE,1822,18,32,8,08B,1169925,1910230,2008,1/12/08 1:05,"(41.90917075948451, -87.65120534142629)"
5991055,HP100379,1/1/08 1:30,015XX N FREMONT ST,890,THEFT,FROM BUILDING,BAR OR TAVERN,FALSE,FALSE,1822,18,32,8,6,1169925,1910230,2008,1/4/08 1:05,"(41.90917075948451, -87.65120534142629)"
6073221,HP165563,1/1/08 14:30,015XX N GREENVIEW AVE,560,ASSAULT,SIMPLE,"SCHOOL, PUBLIC, BUILDING",FALSE,FALSE,1433,14,32,24,08A,1166154,1910131,2008,2/24/08 1:04,"(41.908980553741756, -87.66506105748141)"
7133306,HR542116,1/1/08 0:01,015XX N HARDING AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,FALSE,FALSE,2535,25,30,23,6,1149722,1910050,2008,9/26/09 1:04,"(41.90909371807239, -87.72542700477501)"
6000489,HP103196,1/2/08 6:00,137XX S LEYDEN AVE,610,BURGLARY,FORCIBLE ENTRY,APARTMENT,FALSE,FALSE,533,5,9,54,5,1180312,1814278,2008,1/14/08 1:04,"(41.645635992273505, -87.61598896087402)"
6000679,HP107541,1/2/08 5:15,025XX N LARAMIE AVE,610,BURGLARY,FORCIBLE ENTRY,RESIDENCE,FALSE,FALSE,2521,25,31,19,5,1141333,1916350,2008,1/10/08 1:05,"(41.92654061368205, -87.75608894789444)"
6000496,HP100108,1/1/08 0:15,015XX N KINGSBURY ST,460,BATTERY,SIMPLE,BAR OR TAVERN,FALSE,FALSE,1822,18,32,8,08B,1169533,1910280,2008,1/12/08 1:05,"(41.90931650771807, -87.65264390499446)"
5991016,HP100143,1/1/08 1:50,015XX N MILWAUKEE AVE,1320,CRIMINAL DAMAGE,TO VEHICLE,STREET,FALSE,FALSE,1424,14,1,24,14,1162990,1910378,2008,1/3/08 1:04,"(41.909725394469525, -87.67667715520598)"
5995971,HP101825,1/2/08 8:01,015XX N PULASKI RD,1506,PROSTITUTION,SOLICIT ON PUBLIC WAY,STREET,TRUE,FALSE,2535,25,30,23,16,1149472,1910106,2008,1/6/08 1:05,"(41.90925224585752, -87.72634394208599)"
5998973,HP100353,1/1/08 4:00,015XX N ROCKWELL ST,560,ASSAULT,SIMPLE,STREET,FALSE,FALSE,1423,14,26,24,08A,1158760,1909944,2008,1/12/08 1:05,"(41.90862227535344, -87.69222832267486)"
6000729,HP100413,1/1/08 2:00,015XX N SHEFFIELD AVE,460,BATTERY,SIMPLE,SIDEWALK,TRUE,FALSE,1822,18,32,8,08B,1169444,1910538,2008,8/31/10 15:21,"(41.91002641226075, -87.65296333147877)"
6000602,HP101209,1/1/08 1:00,015XX N SHEFFIELD AVE,460,BATTERY,SIMPLE,BAR OR TAVERN,TRUE,FALSE,1822,18,32,8,08B,1169443,1910518,2008,2/11/08 1:04,"(41.90997155287475, -87.65296758784045)"
6617362,HP671191,1/1/08 9:00,015XX N WASHTENAW AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,TRUE,1423,14,26,24,6,1158178,1910006,2008,12/15/08 1:03,"(41.90880432519927, -87.6943646162734)"
6085315,HP184225,1/1/08 8:15,015XX S CALIFORNIA BLVD,554,ASSAULT,AGG PO HANDS NO/MIN INJURY,STREET,TRUE,FALSE,1022,10,12,29,08A,1157890,1892607,2008,2/23/08 1:05,"(41.86106572979357, -87.69589736134735)"
6012809,HP102192,1/2/08 11:50,015XX S KEELER AVE,2017,NARCOTICS,MANU/DELIVER:CRACK,VEHICLE NON-COMMERCIAL,TRUE,FALSE,1012,10,24,29,18,1148605,1891834,2008,1/16/08 1:05,"(41.859128636189894, -87.73000085011797)"
6449325,HP101611,1/1/08 22:52,015XX S KILDARE AVE,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1012,10,24,29,18,1147940,1891760,2008,8/27/08 1:04,"(41.85893836825772, -87.73244377679336)"
5995486,HP101602,1/1/08 22:26,015XX S KILDARE AVE,2027,NARCOTICS,POSS: CRACK,STREET,TRUE,FALSE,1012,10,24,29,18,1147938,1891834,2008,1/6/08 1:05,"(41.85914147189578, -87.73244921718334)"
5992320,HP101036,1/1/08 13:03,015XX S KILDARE AVE,810,THEFT,OVER $300,APARTMENT,FALSE,FALSE,1012,10,24,29,6,1147932,1892036,2008,5/26/09 1:03,"(41.859695900278965, -87.73246605230281)"
5995126,HP100708,1/1/08 10:38,015XX S TRUMBULL AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,RESIDENCE,FALSE,TRUE,1021,10,24,29,08B,1153656,1892337,2008,1/13/08 1:05,"(41.86041003020657, -87.71144674603396)"
5992324,HP100570,1/1/08 8:20,015XX W 13TH ST,1350,CRIMINAL TRESPASS,TO STATE SUP LAND,CHA PARKING LOT/GROUNDS,TRUE,FALSE,1231,12,2,28,26,1166247,1894179,2008,1/9/08 1:04,"(41.86520507462268, -87.6651757009743)"
5991987,HP101288,1/1/08 17:00,015XX W 18TH PL,890,THEFT,FROM BUILDING,RESIDENCE,FALSE,FALSE,1222,12,25,31,6,1166419,1891120,2008,1/5/08 1:04,"(41.856807235209025, -87.66463175114094)"
6183446,HP269775,1/1/08 0:01,048XX N FRANCISCO AVE,1563,SEX OFFENSE,CRIMINAL SEXUAL ABUSE,OTHER,FALSE,FALSE,2031,20,40,4,17,1156364,1932117,2008,4/19/08 1:06,"(41.96951534224013, -87.70042872515384)"
6006316,HP113595,1/1/08 18:00,015XX W 72ND PL,910,MOTOR VEHICLE THEFT,AUTOMOBILE,STREET,FALSE,FALSE,734,7,17,67,7,1166981,1856601,2008,1/11/08 1:05,"(41.76207121952367, -87.66355636343297)"
6000210,HP107465,1/2/08 8:00,015XX W AUGUSTA BLVD,810,THEFT,OVER $300,APARTMENT,FALSE,FALSE,1323,13,27,24,6,1165943,1906719,2008,1/23/08 14:56,"(41.89962230330172, -87.66593368742949)"
5992282,HP101668,1/1/08 4:05,015XX W FULLERTON AVE,486,BATTERY,DOMESTIC BATTERY SIMPLE,STREET,TRUE,FALSE,1931,19,32,7,08B,1165335,1916058,2008,1/14/08 1:04,"(41.92526208320081, -87.66790073398624)"
6005916,HP101531,1/1/08 21:00,015XX W GARFIELD BLVD,1811,NARCOTICS,POSS: CANNABIS 30GMS OR LESS,STREET,TRUE,FALSE,932,9,16,61,18,1166833,1868289,2008,1/23/08 14:56,"(41.794147737430194, -87.66376525551654)"
5992878,HP101903,1/1/08 23:30,015XX W HIGHLAND AVE,2820,OTHER OFFENSE,TELEPHONE THREAT,RESIDENCE,FALSE,FALSE,2433,24,40,77,26,1164988,1942341,2008,1/24/08 1:05,"(41.99739111930797, -87.6684263753095)"
6688071,HR102925,1/1/08 5:30,015XX W MORSE AVE,870,THEFT,POCKET-PICKING,CHA HALLWAY/STAIRWELL/ELEVATOR,FALSE,FALSE,2431,24,49,1,6,1164787,1946192,2008,1/7/09 1:04,"(42.0079626294884, -87.66905586510636)"
5993098,HP101732,1/2/08 2:27,015XX W TOUHY AVE,560,ASSAULT,SIMPLE,SIDEWALK,FALSE,FALSE,2423,24,49,1,08A,1164841,1947973,2008,4/20/08 1:04,"(42.012848576332914, -87.66880632160266)"
6308740,HP398557,1/1/08 12:00,016XX E 50TH PL,840,THEFT,FINANCIAL ID THEFT: OVER $300,APARTMENT,FALSE,FALSE,2132,2,4,39,6,1188091,1871802,2008,6/26/08 1:03,"(41.80330686577868, -87.58570197666252)"
6003621,HP111370,1/2/08 10:00,016XX E 71ST ST,915,MOTOR VEHICLE THEFT,"TRUCK, BUS, MOTOR HOME",PARKING LOT/GARAGE(NON.RESID.),FALSE,FALSE,332,3,5,43,7,1188678,1858311,2008,1/29/08 1:04,"(41.76627250241705, -87.58398040989654)"
5996670,HP103128,1/2/08 2:30,058XX W CHICAGO AVE,610,BURGLARY,FORCIBLE ENTRY,SMALL RETAIL STORE,FALSE,FALSE,1511,15,29,25,5,1137303,1904786,2008,2/17/08 1:05,"(41.89488111736435, -87.77117608630132)"
6003231,HP109507,1/2/08 5:30,016XX N CENTRAL AVE,2825,OTHER OFFENSE,HARASSMENT BY TELEPHONE,APARTMENT,FALSE,TRUE,2532,25,37,25,26,1138840,1910324,2008,1/24/08 1:05,"(41.91005028098988, -87.76539635927408)"
9028945,HW176406,1/1/08 0:01,016XX N KEATING AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,2533,,37,25,6,,,2008,3/10/13 0:43,
7387416,HS189275,1/1/08 0:01,007XX N CENTRAL AVE,1544,SEX OFFENSE,SEXUAL EXPLOITATION OF A CHILD,RESIDENCE,FALSE,FALSE,1524,,37,25,17,,,2008,3/7/10 1:15,
5994392,HP103289,1/2/08 9:30,016XX N LAWNDALE AVE,820,THEFT,$300 AND UNDER,STREET,FALSE,FALSE,2535,25,26,23,6,1151434,1910412,2008,1/7/08 1:04,"(41.910053612857155, -87.7191283324397)"
6238527,HP324283,1/1/08 0:01,016XX N MC VICKER AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,2513,25,29,25,6,1135863,1910426,2008,5/17/08 1:05,"(41.91038375169924, -87.77633040615771)"
6073425,HP163818,1/2/08 0:01,016XX N MOODY AVE,1150,DECEPTIVE PRACTICE,CREDIT CARD FRAUD,OTHER,FALSE,FALSE,2513,25,29,25,11,1135202,1910392,2008,3/5/08 1:05,"(41.91030220486695, -87.77875951636959)"
6199876,HP285075,1/1/08 8:00,016XX N ORCHARD ST,2826,OTHER OFFENSE,HARASSMENT BY ELECTRONIC MEANS,APARTMENT,FALSE,FALSE,1813,18,43,7,26,1171328,1911186,2008,6/9/08 1:03,"(41.91176334212188, -87.64602325167515)"
6001593,HP107905,1/2/08 2:05,059XX S MAPLEWOOD AVE,620,BURGLARY,UNLAWFUL ENTRY,RESIDENCE,FALSE,FALSE,824,8,16,66,5,1160351,1865112,2008,2/6/08 1:04,"(41.78556570380803, -87.68762205024622)"
6657921,HP724862,1/1/08 12:00,016XX N TRIPP AVE,840,THEFT,FINANCIAL ID THEFT: OVER $300,RESIDENCE,FALSE,FALSE,2534,25,30,23,6,1147839,1910674,2008,12/19/08 1:03,"(41.910842448810676, -87.7323282851806)"
6000462,HP100029,1/1/08 0:10,016XX N WELLS ST,460,BATTERY,SIMPLE,STREET,FALSE,FALSE,1814,18,43,7,08B,1174368,1911016,2008,1/12/08 1:05,"(41.911229463875564, -87.63486040783981)"
